name,company,pack_size,link,sale_price,mrp,letter
Afoxin,AGP,1x10's,https://dawaai.pk/medicine/afoxin-14690.html,216,240,a
Afoxin,AGP,1x10's,https://dawaai.pk/medicine/afoxin-1-14691.html,396,440,a
Acireg,Barrett,2 x 7's,https://dawaai.pk/medicine/acireg-15140.html,100,112,a
Acireg,Barrett,14,https://dawaai.pk/medicine/acireg-1-15141.html,225,250,a
Arysa,Helix Pharma,2x7's,https://dawaai.pk/medicine/arysa-15150.html,104,116,a
Arysa,Helix Pharma,2x7's,https://dawaai.pk/medicine/arysa-1-15151.html,145,161,a
Axesom,Highnoon,2x7's,https://dawaai.pk/medicine/axesom-15155.html,110,122,a
Axesom,Highnoon,2x7's,https://dawaai.pk/medicine/axesom-1-15156.html,187,208,a
Axid Neo,AGP,2x7's,https://dawaai.pk/medicine/axid-neo-15157.html,112,125,a
Axid Neo,AGP,2x7's,https://dawaai.pk/medicine/axid-neo-1-15158.html,187,208,a
Acnesafe,Epla,30ml,https://dawaai.pk/medicine/acnesafe-1-16067.html,203,225,a
Amoxi-Clav,Novartis,2x3s,https://dawaai.pk/medicine/amoxi-clav-5-16174.html,83,92,a
Augmentin,GlaxoSmithKline,35ml,https://dawaai.pk/medicine/augmentin-6-16184.html,180,200,a
Augmentin,GlaxoSmithKline,1x6's,https://dawaai.pk/medicine/augmentin-9-16187.html,226,251,a
Acsolve,Atco,10gm,https://dawaai.pk/medicine/acsolve-2-17068.html,158,175,a
Acsolve,Atco,30ml,https://dawaai.pk/medicine/acsolve-3-17069.html,196,217,a
Amclav Plus,Getz Pharma,70 ml,https://dawaai.pk/medicine/amclav-8-17157.html,200,222,a
Amclav,Getz Pharma,60 ml,https://dawaai.pk/medicine/amclav-9-17158.html,99,110,a
Amclav-DS,Getz Pharma,60 ml,https://dawaai.pk/medicine/amclav-10-17159.html,153,171,a
Amclav,Getz Pharma,1 x 6's,https://dawaai.pk/medicine/amclav-11-17160.html,251,279,a
Amclav,Getz Pharma,1 x 6's,https://dawaai.pk/medicine/amclav-12-17161.html,115,128,a
Amclav,Getz Pharma,1 x 6's,https://dawaai.pk/medicine/amclav-13-17162.html,169,188,a
Augmentin,GlaxoSmithKline,20ml,https://dawaai.pk/medicine/augmentin-11-17179.html,164,183,a
Augmentin DS 312.50mg,GlaxoSmithKline,90ml,https://dawaai.pk/medicine/augmentin-15-17183.html,486,540,a
Augmentin BD,GlaxoSmithKline,70ml,https://dawaai.pk/medicine/augmentin-16-17184.html,340,378,a
Augmentin BD 1000mg,GlaxoSmithKline,6,https://dawaai.pk/medicine/augmentin-18-17186.html,305,339,a
Augmentin,GlaxoSmithKline,1 x 6's,https://dawaai.pk/medicine/augmentin-20-17188.html,235,261,a
Amgydex,Kobec,3.5gm,https://dawaai.pk/medicine/amgydex-3-17398.html,216,240,a
Atmos,Scotman,1x10's,https://dawaai.pk/medicine/atmos-1-17535.html,148,165,a
Aloc,Bosch,1x10's,https://dawaai.pk/medicine/aloc-1-17614.html,165,184,a
Aloc,Bosch,1x10's,https://dawaai.pk/medicine/aloc-2-17615.html,180,200,a
Alofex,Derma Techno,1x10's,https://dawaai.pk/medicine/alofex-17619.html,157,174,a
Atiza,Asian Continental,3x10's,https://dawaai.pk/medicine/atiza-1-17725.html,81,90,a
Avil,Sanofi,50 Ampx2ml,https://dawaai.pk/medicine/avil-17790.html,45,50,a
Avil,Sanofi,5x50's,https://dawaai.pk/medicine/avil-2-17792.html,56,63,a
Amdaquin,Zafa,20x10's,https://dawaai.pk/medicine/amdaquin-1-17841.html,19,21,a
A-Fantrine,Atco,10 Ampx1ml,https://dawaai.pk/medicine/a-fantrine-17851.html,41,45,a
Artem,Hilton,10 Amp,https://dawaai.pk/medicine/artem-1-17859.html,91,102,a
Artem,Hilton,6 Amp,https://dawaai.pk/medicine/artem-2-17860.html,191,212,a
Artemex,Schazoo Pharmaceuticals,6 Amp,https://dawaai.pk/medicine/artemex-17862.html,95,105,a
Arteza,Zafa,6 Ampx1ml,https://dawaai.pk/medicine/arteza-17863.html,39,43,a
A-Fantrine,Atco,60ml,https://dawaai.pk/medicine/a-fantrine-3-17883.html,174,194,a
A-Fantrine,Atco,2x8's,https://dawaai.pk/medicine/a-fantrine-4-17884.html,122,136,a
A-Fantrine Ds,Atco,1 x 8's,https://dawaai.pk/medicine/a-fantrine-ds-17885.html,334,371,a
A-Fantrine BD,Atco,1 x 6's,https://dawaai.pk/medicine/a-fantrine-5-17886.html,382,424,a
Arceva,Sami,30ml,https://dawaai.pk/medicine/arceva-17908.html,137,153,a
Arceva,Sami,60ml,https://dawaai.pk/medicine/arceva-1-17909.html,229,255,a
Arceva Ds,Sami,30ml,https://dawaai.pk/medicine/arceva-ds-17910.html,229,254,a
Arceva,Sami,2x8's,https://dawaai.pk/medicine/arceva-2-17911.html,248,275,a
Arceva,Sami,1x8's,https://dawaai.pk/medicine/arceva-3-17912.html,372,413,a
Artelum,Wood Wards,1 x 4's,https://dawaai.pk/medicine/artelum-17937.html,429,477,a
Artem Plus,Hilton,30ml,https://dawaai.pk/medicine/artem-plus-17942.html,182,202,a
Artem Plus 60ml,Hilton,60ml,https://dawaai.pk/medicine/artem-plus-1-17943.html,295,327,a
Artem Plus,Hilton,2 x 8's,https://dawaai.pk/medicine/artem-plus-3-17945.html,278,308,a
Artem DS Plus,Hilton,1x8's,https://dawaai.pk/medicine/artem-plus-4-17946.html,410,455,a
Artemex L Forte,Schazoo Pharmaceuticals,1 x 6's,https://dawaai.pk/medicine/artemex-l-forte-17963.html,448,498,a
Artheget,Getz Pharma,1 x 6's,https://dawaai.pk/medicine/artheget-17970.html,465,516,a
Artheget,Getz Pharma,30 ml,https://dawaai.pk/medicine/artheget-1-17971.html,119,132,a
Artheget,Getz Pharma,2 x 8's,https://dawaai.pk/medicine/artheget-2-17972.html,113,126,a
Artheget-DS,Getz Pharma,1 x 8's,https://dawaai.pk/medicine/artheget-3-17973.html,372,413,a
Artedoxin,Efroze,1x9's,https://dawaai.pk/medicine/artedoxin-17990.html,95,105,a
Artesul,Zafa,1x9's,https://dawaai.pk/medicine/artesul-17992.html,116,128,a
Artepip,Helix Pharma,1x8's,https://dawaai.pk/medicine/artepip-18088.html,317,352,a
Avanep,Atco,5ml,https://dawaai.pk/medicine/avanep-18291.html,450,500,a
Athofix,Zaka Healthcare,1x6's,https://dawaai.pk/medicine/athofix-18324.html,211,234,a
Athofix,Zaka Healthcare,15ml,https://dawaai.pk/medicine/athofix-1-18325.html,198,220,a
Atizor,Hirani's Pharma,15ml,https://dawaai.pk/medicine/atizor-18326.html,144,160,a
Atizor,Hirani's Pharma,1 x 6's,https://dawaai.pk/medicine/atizor-1-18327.html,218,242,a
Atizor,Hirani's Pharma,1 x 6's,https://dawaai.pk/medicine/atizor-2-18328.html,399,444,a
Azibect,Bryon,1x6's,https://dawaai.pk/medicine/azibect-18340.html,185,206,a
Azibect,Bryon,1x3's,https://dawaai.pk/medicine/azibect-1-18341.html,156,173,a
Azibect,Bryon,15ml,https://dawaai.pk/medicine/azibect-2-18342.html,206,229,a
Azicure,Semos,1x6's,https://dawaai.pk/medicine/azicure-18345.html,173,192,a
Azicure,Semos,1x6's,https://dawaai.pk/medicine/azicure-1-18346.html,329,366,a
Azicure,Semos,15ml,https://dawaai.pk/medicine/azicure-2-18347.html,185,206,a
Azilis,Titlis Pharma,1x10's,https://dawaai.pk/medicine/azilis-18351.html,230,255,a
Azineu,Neutro,1x6's,https://dawaai.pk/medicine/azineu-2-18363.html,270,300,a
Azocin,Epla,1x10's,https://dawaai.pk/medicine/azocin-18394.html,315,350,a
Azocin,Epla,15ml,https://dawaai.pk/medicine/azocin-1-18395.html,153,170,a
Azogil,Glitz,1x10's,https://dawaai.pk/medicine/azogil-18397.html,264,293,a
Azomax,Novartis,2x6's,https://dawaai.pk/medicine/azomax-18402.html,313,347,a
Azomax,Novartis,25ml,https://dawaai.pk/medicine/azomax-2-18404.html,432,480,a
Azomax,Novartis,2x3's,https://dawaai.pk/medicine/azomax-3-18405.html,224,249,a
Acetin,Genome Pharma,3x10's,https://dawaai.pk/medicine/acetin-1-18413.html,698,775,a
Asset,Crystolite Pharma,3x10's,https://dawaai.pk/medicine/asset-18416.html,692,769,a
Acne-Lene,Valor,15gm,https://dawaai.pk/medicine/acne-lene-18447.html,221,245,a
Acne-Lene,Valor,15gm,https://dawaai.pk/medicine/acne-lene-2-18449.html,307,341,a
Adapco cream,Atco,15gm,https://dawaai.pk/medicine/adapco-18452.html,268,298,a
Adapco Forte Gel,Atco,15gm,https://dawaai.pk/medicine/adapco-1-18453.html,428,476,a
Amikacin Inj,Zafa,1 vialx4ml,https://dawaai.pk/medicine/amikacin-inj-18559.html,180,200,a
Amikacin,Zafa,1 vialx2ml,https://dawaai.pk/medicine/amikacin-inj-3-18562.html,145,161,a
Amikin,GlaxoSmithKline,2ml,https://dawaai.pk/medicine/amikin-18575.html,152,168,a
Amikin,GlaxoSmithKline,2ml,https://dawaai.pk/medicine/amikin-1-18576.html,481,534,a
Amisul,Ophth Pharma,1 Vialx2ml,https://dawaai.pk/medicine/amisul-1-18582.html,159,176,a
Amkay,Bosch,5 Ampx2ml,https://dawaai.pk/medicine/amkay-18587.html,63,70,a
Amkay,Bosch,5 Ampx1ml,https://dawaai.pk/medicine/amkay-1-18588.html,32,35,a
Amkay,Bosch,1 Ampx2ml,https://dawaai.pk/medicine/amkay-2-18589.html,114,127,a
Amkay,Bosch,5 Ampx1ml,https://dawaai.pk/medicine/amkay-3-18590.html,39,44,a
Amkay,Bosch,1,https://dawaai.pk/medicine/amkay-4-18591.html,226,251,a
Arix,Tabletros,3x10's,https://dawaai.pk/medicine/arix-1-18688.html,55,62,a
Arynoin,Mass-PH Health,3x10's,https://dawaai.pk/medicine/arynoin-3-19045.html,898,998,a
Atractin,Genome Pharma,1x10's,https://dawaai.pk/medicine/atractin-19046.html,"1,845","2,050",a
Atractin,Genome Pharma,3x10's,https://dawaai.pk/medicine/atractin-1-19047.html,615,683,a
Asilix,Asian Continental,1x10's,https://dawaai.pk/medicine/asilix-19898.html,194,215,a
Asilix,Asian Continental,1x10's,https://dawaai.pk/medicine/asilix-1-19899.html,270,300,a
Atcoflox,Atco,10s,https://dawaai.pk/medicine/atcoflox-19900.html,124,138,a
Allerwood,Wood Wards,10s,https://dawaai.pk/medicine/allerwood-2-20423.html,102,114,a
Arceva,Sami,6s,https://dawaai.pk/medicine/arceva-10-20557.html,465,516,a
Arlufa,Zafa,2x8s,https://dawaai.pk/medicine/arlufa-20558.html,194,216,a
Artecxin Forte,Highnoon,1x8's,https://dawaai.pk/medicine/artecxin-forte-20567.html,308,342,a
Artecxin,Highnoon,2x8's,https://dawaai.pk/medicine/artecxin-plus-20569.html,308,342,a
Artecxin,Highnoon,2x8's,https://dawaai.pk/medicine/artecxin-3-20573.html,189,210,a
Artelum Forte,Wood Wards,8s,https://dawaai.pk/medicine/artelum-forte-1-20582.html,362,402,a
Artelum,Wood Wards,30ml,https://dawaai.pk/medicine/artelum-5-20583.html,123,137,a
Artelum,Wood Wards,60ml,https://dawaai.pk/medicine/artelum-6-20584.html,247,274,a
Artelum,Wood Wards,2x8s,https://dawaai.pk/medicine/artelum-7-20585.html,180,200,a
Acizol,Leo-Zam Zam,1x14,https://dawaai.pk/medicine/acizol-20731.html,162,180,a
Acizol,Leo-Zam Zam,1x14,https://dawaai.pk/medicine/acizol-1-20732.html,141,157,a
Abnil,AGP,1 x 30's,https://dawaai.pk/medicine/abnil-20740.html,"1,683","1,870",a
Actrapid HM Vial,Novo Nordisk,10ml,https://dawaai.pk/medicine/actrapid-hm-20809.html,825,916,a
Apidra,Sanofi,5 pre filled pen x 3ml,https://dawaai.pk/medicine/apidra-20811.html,955,"1,061",a
Amper,Nexpharm,1x10 's,https://dawaai.pk/medicine/amper-20997.html,135,150,a
Amper,Nexpharm,1x10 's,https://dawaai.pk/medicine/amper-1-20998.html,266,295,a
Amygra,Tabroos,20's,https://dawaai.pk/medicine/amygra-160mg-21729.html,155,172,a
Aldactone,Searle,1x10's,https://dawaai.pk/medicine/aldactone-1-23343.html,119,132,a
Aldactone-A,Searle,1x100's,https://dawaai.pk/medicine/aldactone-2-23344.html,297,330,a
Acylex 5%,Ferozsons,5gm,https://dawaai.pk/medicine/acylex-5-ointment-24537.html,210,233,a
Angiwell - XR 500 mg,OBS,14,https://dawaai.pk/medicine/angiwell-xr-500-mg-24544.html,158,175,a
Avsar,Pharm Evo,2x7's,https://dawaai.pk/medicine/avsar-160-mg10-mg-24551.html,270,300,a
Acdermin Gel,Atco,20gm,https://dawaai.pk/medicine/acdermin-gel-20-gm-24556.html,331,368,a
Aerocef,Raazee,5's,https://dawaai.pk/medicine/aerocef-25227.html,302,335,a
Abzid,Semos,1 Vial,https://dawaai.pk/medicine/abzid-26530.html,248,275,a
Abzid,Semos,1 Vial,https://dawaai.pk/medicine/abzid-2-26532.html,130,144,a
Abex,Semos,1 Vial,https://dawaai.pk/medicine/abex-1-26787.html,180,200,a
Abex,Semos,1 Vial,https://dawaai.pk/medicine/abex-3-26789.html,162,180,a
Aczon,Global-Vision,1 Vial,https://dawaai.pk/medicine/aczon-26790.html,234,260,a
Aczon,Global-Vision,1 Vial,https://dawaai.pk/medicine/aczon-2-26792.html,108,120,a
Amizone,Global-Vision,1 Vial,https://dawaai.pk/medicine/amizone-2-26814.html,153,170,a
Amtraxa,Amarant,1 Vial,https://dawaai.pk/medicine/amtraxa-26818.html,366,407,a
Amtraxa,Amarant,1 Vial,https://dawaai.pk/medicine/amtraxa-4-26822.html,115,128,a
Amtraxa,Amarant,1 Vial,https://dawaai.pk/medicine/amtraxa-5-26823.html,194,215,a
Aventriax,Sanofi,1 Vial,https://dawaai.pk/medicine/aventriax-2-26850.html,515,572,a
Aventriax,Sanofi,1 Vial,https://dawaai.pk/medicine/aventriax-3-26851.html,162,180,a
Aventriax,Sanofi,1 Vial,https://dawaai.pk/medicine/aventriax-4-26852.html,197,219,a
AD Folic,Pharm Evo,3x10's,https://dawaai.pk/medicine/ad-folic-od-tablets-600mcg-28204.html,93,103,a
Amlo-Q,High-Q,2x10's,https://dawaai.pk/medicine/amlo-q-10mg-tablets-33596.html,102,113,a
Acecol,Pharmadic,10's,https://dawaai.pk/medicine/acecol-33882.html,108,120,a
Acelish,Platinum,30,https://dawaai.pk/medicine/acelish-33884.html,62,69,a
Acelo,Maple,3x10's,https://dawaai.pk/medicine/acelo-1-33886.html,248,275,a
Acemed,Novartis,1x10's,https://dawaai.pk/medicine/acemed-33887.html,108,120,a
Acenac,S.J. & G. Fazul Ellahie,5 Ampules,https://dawaai.pk/medicine/acenac-33888.html,38,42,a
Acenac,S.J. & G. Fazul Ellahie,30's,https://dawaai.pk/medicine/acenac-1-33889.html,141,157,a
Acenac,S.J. & G. Fazul Ellahie,3x10's,https://dawaai.pk/medicine/acenac-2-33890.html,115,128,a
Airtal,Highnoon,2x10's,https://dawaai.pk/medicine/airtal-33897.html,163,182,a
Airtal ER,Highnoon,1X10s,https://dawaai.pk/medicine/airtal-1-33898.html,288,320,a
Antiflam,Wilshire,3x10's,https://dawaai.pk/medicine/antiflam-1-34045.html,66,73,a
Artimov-K,Barrett,2 x 10's,https://dawaai.pk/medicine/artimov-k-1-34056.html,81,90,a
Aaram,Bosch,5 Ampx2ml,https://dawaai.pk/medicine/aaram-34261.html,23,25,a
Arsofin,Martin Dow,1 x 20's,https://dawaai.pk/medicine/arsofin-34276.html,239,265,a
Arsofin,Martin Dow,2x10's,https://dawaai.pk/medicine/arsofin-1-34277.html,239,265,a
Artho,Shaigan,20's,https://dawaai.pk/medicine/artho-1-34279.html,263,292,a
Annuva,Novartis,2x10's,https://dawaai.pk/medicine/annuva-1-34340.html,92,103,a
Acefyl Cough,Nabi Qasim,120ml,https://dawaai.pk/medicine/Acefylsyrup-Syrup125-117.html,127,127,a
Ascard,Atco,3x10's,https://dawaai.pk/medicine/ascard-272.html,30,30,a
Atarax 10mg,GlaxoSmithKline,2x25's,https://dawaai.pk/medicine/atarax-25mg-516.html,34,34,a
Arinac,Abbott Laboratories,120ml,https://dawaai.pk/medicine/arinac-suspension-890.html,118,118,a
Arrange Product,Dawaai,1,https://dawaai.pk/medicine/lioresal-10mg-1958.html,446,446,a
Amoxil Drops,GlaxoSmithKline,20ml,https://dawaai.pk/medicine/amoxil-drops-20ml-5295.html,99,99,a
Acefyl wet Cough 60 ml -125,Nabi Qasim,60ml,https://dawaai.pk/medicine/acefyl-cough-60ml-syrup-5471.html,95,95,a
Amoxil,GlaxoSmithKline,90ml,https://dawaai.pk/medicine/amoxil-amoxicillin-125mg-5ml-90-ml-suspension-5543.html,113,113,a
Antolol,Icon,2x10s,https://dawaai.pk/medicine/antolol-1-10658.html,42,42,a
Algaphan,Efroze,20,https://dawaai.pk/medicine/algaphan-1-11986.html,26,26,a
Albizole,Icon,1,https://dawaai.pk/medicine/albizole-1-12770.html,64,64,a
Alkacitron,PDH,120 ml,https://dawaai.pk/medicine/alkacitron-2-13576.html,42,42,a
Augmentin,GlaxoSmithKline,1 Vial,https://dawaai.pk/medicine/augmentin-13-17181.html,"1,035","1,035",a
Aloc,Bosch,1x10's,https://dawaai.pk/medicine/aloc-17613.html,91,91,a
Alofex,Derma Techno,1x10's,https://dawaai.pk/medicine/alofex-1-17620.html,70,70,a
Atiza,Asian Continental,60ml,https://dawaai.pk/medicine/atiza-17724.html,62,62,a
Amdaquin,Zafa,20ml,https://dawaai.pk/medicine/amdaquin-17840.html,37,37,a
Artedoxin-P,Efroze,1x8's,https://dawaai.pk/medicine/artedoxin-p-17991.html,60,60,a
Artesul,Zafa,1x8's,https://dawaai.pk/medicine/artesul-1-17993.html,73,73,a
Amikacin,Zafa,1 vialx2ml,https://dawaai.pk/medicine/amikacin-inj-1-18560.html,42,42,a
Amikacin Inj,Zafa,1 vialx2ml,https://dawaai.pk/medicine/amikacin-inj-2-18561.html,88,88,a
Amisul,Ophth Pharma,1 Vialx2ml,https://dawaai.pk/medicine/amisul-18581.html,71,71,a
Arix,Tabletros,60ml,https://dawaai.pk/medicine/arix-18687.html,75,75,a
Aria,Highnoon,60ml,https://dawaai.pk/medicine/aria-19649.html,65,65,a
Asfen,Remington,60 ml,https://dawaai.pk/medicine/asfen-19651.html,75,75,a
Asfen,Remington,3x10s,https://dawaai.pk/medicine/asfen-1-19652.html,27,27,a
Asperfin,Davis Pharma,3x10s,https://dawaai.pk/medicine/asperfin-1-19658.html,31,31,a
Asthotifen,Zafa,60ml,https://dawaai.pk/medicine/asthotifen-19665.html,92,92,a
Asthotifen,Zafa,30s,https://dawaai.pk/medicine/asthotifen-1-19666.html,42,42,a
Allerwood,Wood Wards,30ml,https://dawaai.pk/medicine/allerwood-20421.html,32,32,a
Allerwood,Wood Wards,60ml,https://dawaai.pk/medicine/allerwood-1-20422.html,96,96,a
Antial,Sami,30ml,https://dawaai.pk/medicine/antial-20432.html,76,76,a
Artecxin,Highnoon,30ml,https://dawaai.pk/medicine/artecxin-20570.html,90,90,a
Acetopril,Zafa,2 x 10's,https://dawaai.pk/medicine/acetopril-20871.html,58,58,a
Aldactazide,Searle,2 x 10's,https://dawaai.pk/medicine/aldactazide-1-23354.html,40,40,a
Anamol,PDH,60ml,https://dawaai.pk/medicine/anamol-24182.html,40,40,a
Abzid,Semos,1 Vial,https://dawaai.pk/medicine/abzid-1-26531.html,100,100,a
Abex,Semos,1 Vial,https://dawaai.pk/medicine/abex-26786.html,65,65,a
Aczon,Global-Vision,1 Vial,https://dawaai.pk/medicine/aczon-1-26791.html,95,95,a
Acenac,S.J. & G. Fazul Ellahie,20gm,https://dawaai.pk/medicine/acenac-3-33891.html,97,97,a
Avorek,Asian Continental,2x10's,https://dawaai.pk/medicine/avorek-34061.html,53,53,a
Arnil,Brookes,2x10's,https://dawaai.pk/medicine/arnil-34351.html,60,60,a
Acabel,Continental Pharma,1 Vialx2ml,https://dawaai.pk/medicine/acabel-35551.html,85,85,a
Artilide,Global-Vision,2x10's,https://dawaai.pk/medicine/artilide-35916.html,47,47,a
Anapaz,Hilton,10ml,https://dawaai.pk/medicine/anapaz-38142.html,72,72,a
Aslow-81,Helix Pharma,3x10's,https://dawaai.pk/medicine/aslow-81-1-38476.html,11,11,a
Angised,GlaxoSmithKline,6 x 10's,https://dawaai.pk/medicine/angised-40005.html,17,17,a
Atmos,Scotman,60ml,https://dawaai.pk/medicine/atmos-syrup-60ml-44243.html,99,99,a
Advance,Scotman,60ml,https://dawaai.pk/medicine/advance-liquid-44278.html,94,94,a
Amak,Hudson Pharma's,1's,https://dawaai.pk/medicine/amak-2-44347.html,97,97,a
Acefyl (Wet Cough),Nabi Qasim,125ml,https://dawaai.pk/medicine/acefyl-wet-cough-46523.html,98,98,a
Avil,Sanofi,90ml,https://dawaai.pk/medicine/-46578.html,90,90,a
Amplus,Bosch,1 x 2 ml,https://dawaai.pk/medicine/amplus-500-mg-im-iv-injection-1-x-2-ml-pack-47745.html,88,88,a
Ardfenac,Ardin,10x10's,https://dawaai.pk/medicine/ardfenac-34345.html,27,30,a
Ardfenac,Ardin,3x10's,https://dawaai.pk/medicine/ardfenac-1-34346.html,59,65,a
Ardfenac,Ardin,200's,https://dawaai.pk/medicine/ardfenac-2-34347.html,230,255,a
Ardi,English Pharma,3x10's,https://dawaai.pk/medicine/ardi-1-34350.html,46,51,a
Arthonil,Batala Pharma,200's,https://dawaai.pk/medicine/arthonil-1-34356.html,213,237,a
Artifen,Abbott Laboratories,5 Ampx3ml,https://dawaai.pk/medicine/artifen-1-34360.html,113,126,a
Axflam,Alina,10 Ampx3ml,https://dawaai.pk/medicine/axflam-34365.html,22,24,a
Axifen,Axis,30's,https://dawaai.pk/medicine/axifen-34368.html,162,180,a
Arcox,MAQ,1x10's,https://dawaai.pk/medicine/arcox-34842.html,214,238,a
Atcopram 10mg,Atco,14,https://dawaai.pk/medicine/atcopram-10mg-34909.html,226,251,a
Adaxit,Polyfine,30's,https://dawaai.pk/medicine/adaxit-35128.html,243,270,a
Acti-joint,Acti-Med Pharma,15's,https://dawaai.pk/medicine/acti-joint-35134.html,293,325,a
Acti-joint,Acti-Med Pharma,30's,https://dawaai.pk/medicine/acti-joint-1-35135.html,360,400,a
Arthicare,Searle,20's,https://dawaai.pk/medicine/arthicare-35136.html,"42,352","47,058",a
Arthicare,Searle,60's,https://dawaai.pk/medicine/arthicare-1-35137.html,"1,251","1,390",a
Arthroflex Max,Highnoon,5 sachets,https://dawaai.pk/medicine/arthroflex-max-35138.html,49,54,a
Aksofen,Akson,25x10's,https://dawaai.pk/medicine/aksofen-35161.html,14,16,a
Ambrofen,Jawa,90ml,https://dawaai.pk/medicine/ambrofen-1-35163.html,"2,027","2,252",a
Ambrofen,Jawa,50x10's,https://dawaai.pk/medicine/ambrofen-3-35165.html,6,7,a
Ambrofen,Jawa,25x10's,https://dawaai.pk/medicine/ambrofen-5-35167.html,13,14,a
Artijesic,Medisearch,450ml,https://dawaai.pk/medicine/artijesic-35169.html,122,135,a
Artijesic,Medisearch,25x10's,https://dawaai.pk/medicine/artijesic-2-35171.html,14,16,a
Arufen,Progressive,200's,https://dawaai.pk/medicine/arufen-35172.html,158,175,a
Azofin,Al Kemy,10x10's,https://dawaai.pk/medicine/azofin-2-35175.html,14,15,a
Azofin,Al Kemy,25x10's,https://dawaai.pk/medicine/azofin-3-35176.html,11,12,a
Aidra,Wilshire,30's,https://dawaai.pk/medicine/aidra-35512.html,504,560,a
Aidra,Wilshire,3's,https://dawaai.pk/medicine/aidra-1-35513.html,315,350,a
Ariva,Bosch,30's,https://dawaai.pk/medicine/ariva-35515.html,405,450,a
Ariva,Bosch,30's,https://dawaai.pk/medicine/ariva-1-35516.html,594,660,a
Aponip,Inno Pharma,10's,https://dawaai.pk/medicine/aponip-35584.html,145,161,a
Artex,Pharmadic,10's,https://dawaai.pk/medicine/artex-1-35589.html,105,117,a
Articam,Stand Pharm,10's,https://dawaai.pk/medicine/articam-35590.html,124,138,a
Al-Napro,Macquins,2x10's,https://dawaai.pk/medicine/al-napro-35742.html,59,65,a
Al-Napro,Macquins,2x10's,https://dawaai.pk/medicine/al-napro-1-35743.html,110,123,a
Alidase,Olive Health Care,20's,https://dawaai.pk/medicine/alidase-35744.html,129,143,a
Anaprox,Jinnah Pharma,2x10's,https://dawaai.pk/medicine/anaprox-35745.html,64,72,a
Aprogesic,Aries,2x10's,https://dawaai.pk/medicine/aprogesic-35747.html,64,72,a
Aprolex,Alliance,30's,https://dawaai.pk/medicine/aprolex-35748.html,113,126,a
Aprolex,Alliance,20's,https://dawaai.pk/medicine/aprolex-1-35749.html,129,143,a
Aproxen,Schazoo Pharmaceuticals,3x10's,https://dawaai.pk/medicine/aproxen-35750.html,71,79,a
Arthrox,swiss pharma,3x10's,https://dawaai.pk/medicine/arthrox-35752.html,39,43,a
Arthrox,swiss pharma,4x5's,https://dawaai.pk/medicine/arthrox-1-35753.html,33,37,a
Artic,Amarant,2x10's,https://dawaai.pk/medicine/artic-35754.html,85,94,a
Athroxen,Don Valley,30's,https://dawaai.pk/medicine/athroxen-35755.html,113,125,a
Athroxen,Don Valley,20's,https://dawaai.pk/medicine/athroxen-1-35756.html,119,132,a
Amsolide,Amson,3x10's,https://dawaai.pk/medicine/amsolide-35914.html,51,56,a
